"organisms","All_environments","C","M","Environment_H2S"
"Neiella marina","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.012228101,0.026271711,"Non-H2S-rich"
"Pleionea mediterranea","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.011228551,0.025107076,"Non-H2S-rich"
"Vallitalea guaymasensis","mesophile-slight_halophile-neutrophile-Bacteria-obligate anaerobe",0.013099206,0.028248635,"Non-H2S-rich"
"Thermoanaerobaculum aquaticum","thermophile-nonhalophile-neutrophile-Bacteria-anaerobe",0.010787416,0.017322948,"Non-H2S-rich"
"Mesoaciditoga lauensis","thermophile-slight_halophile-neutrophile-Bacteria-anaerobe",0.007388511,0.030819385,"Non-H2S-rich"
"Chryseolinea serpens","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.008922484,0.025287796,"Non-H2S-rich"
"Ardenticatena maritima","thermophile-nonhalophile-neutrophile-Bacteria-aerobe",0.007580017,0.022471211,"Non-H2S-rich"
"Pelolinea submarina","mesophile---Bacteria-anaerobe",0.010967288,0.02724982,"Non-H2S-rich"
"Chthoniobacter flavus","mesophile-nonhalophile-acidophile-Bacteria-aerobe",0.011518333,0.021636581,"Non-H2S-rich"
"Hydrogenispora ethanolica","mesophile---Bacteria-anaerobe",0.012318563,0.024560763,"Non-H2S-rich"
"Natronoarchaeum philippinense","mesophile-moderate_halophile-alkaliphile-Archaea-aerobe",0.008331501,0.018325543,"Non-H2S-rich"
"Tardiphaga robiniae","mesophile---Bacteria-aerobe",0.009456931,0.027643282,"Non-H2S-rich"
"Extensimonas vulgaris","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.011162865,0.02396107,"Non-H2S-rich"
"Phytobacter sp.","mesophile---Bacteria-aerobe",0.012909946,0.028051973,"Non-H2S-rich"
"Lawsonibacter asaccharolyticus","mesophile---Bacteria-obligate anaerobe",0.017970208,0.029375776,"Non-H2S-rich"
"Marinitenerispora sediminis","mesophile---Bacteria-aerobe",0.008670078,0.017469866,"Non-H2S-rich"
"Nitrosopumilus adriaticus","mesophile---Archaea-aerobe",0.012986949,0.028175024,"Non-H2S-rich"
"Sporolactobacillus shoreae","mesophile---Bacteria-anaerobe",0.009571298,0.02763771,"Non-H2S-rich"
"Pelagibaculum spongiae","psychrophiles---Bacteria-aerobe",0.013433522,0.026426736,"Non-H2S-rich"
"Phaeodactylibacter luteus","mesophile---Bacteria-aerobe",0.010431008,0.023564772,"Non-H2S-rich"
"Sedimentisphaera cyanobacteriorum","mesophile---Bacteria-anaerobe",0.015658842,0.025140792,"Non-H2S-rich"
"Ancylobacter pratisalsi","psychrophiles-slight_halophile--Bacteria-aerobe",0.00872948,0.025416261,"Non-H2S-rich"
"Phenylobacterium deserti","mesophile--neutrophile-Bacteria-aerobe",0.008474646,0.023048701,"Non-H2S-rich"
"Monoglobus pectinilyticus","mesophile--neutrophile-Bacteria-anaerobe",0.016462541,0.028275486,"Non-H2S-rich"
"Frankia saprophytica","mesophile---Bacteria-aerobe",0.008474415,0.017355629,"Non-H2S-rich"
"Parolsenella catena","mesophile--neutrophile-Bacteria-obligate anaerobe",0.017699273,0.026585398,"Non-H2S-rich"
"Rubneribacter badeniensis","mesophile---Bacteria-obligate anaerobe",0.017858601,0.026106533,"Non-H2S-rich"
"Enteroscipio rubneri","mesophile---Bacteria-obligate anaerobe",0.016981673,0.026924179,"Non-H2S-rich"
"Ellagibacter isourolithinifaciens","mesophile---Bacteria-obligate anaerobe",0.019573085,0.027733207,"Non-H2S-rich"
"Acidipropionibacterium virtanenii","mesophile---Bacteria-anaerobe",0.009249952,0.022665729,"Non-H2S-rich"
"Desertimonas flava","mesophile---Bacteria-aerobe",0.008802855,0.019197761,"Non-H2S-rich"
"Kyrpidia spormannii","thermophile---Bacteria-aerobe",0.009277575,0.025164547,"Non-H2S-rich"
"Mesosutterella multiformis","mesophile---Bacteria-obligate anaerobe",0.012828689,0.024735188,"Non-H2S-rich"
"Pyruvatibacter mobilis","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.008847506,0.027985869,"Non-H2S-rich"
"Rufibacter glacialis","psychrophiles-nonhalophile-neutrophile-Bacteria-aerobe",0.008810477,0.023971547,"Non-H2S-rich"
"Changchengzhania lutea","psychrophiles-nonhalophile-neutrophile-Bacteria-aerobe",0.009268537,0.024187201,"Non-H2S-rich"
"Oceanibaculum nanhaiense","mesophile-nonhalophile--Bacteria-aerobe",0.009749509,0.027321817,"Non-H2S-rich"
"Marivivens niveibacter","mesophile-nonhalophile-alkaliphile-Bacteria-aerobe",0.009976849,0.030832802,"Non-H2S-rich"
"Epidermidibacterium keratini","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.007465132,0.020962813,"Non-H2S-rich"
"Phyllobacterium salinisoli","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.009805099,0.026141709,"Non-H2S-rich"
"Methylomusa anaerophila","mesophile--neutrophile-Bacteria-anaerobe",0.014085557,0.027039328,"Non-H2S-rich"
"Methyloterricola oryzae","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.012710945,0.023552605,"Non-H2S-rich"
"Larkinella knui","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.008693573,0.022970886,"Non-H2S-rich"
"Raineya orbicola","thermophile-nonhalophile-neutrophile-Bacteria-aerobe",0.01030819,0.022210024,"Non-H2S-rich"
"Tepidimonas thermarum","thermophile---Bacteria-obligate aerobe",0.010808322,0.021979958,"Non-H2S-rich"
"Parvibium lacunae","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.011124914,0.023429554,"Non-H2S-rich"
"Antarcticibacterium flavum","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.008230096,0.02482053,"Non-H2S-rich"
"Aquicoccus porphyridii","mesophile-slight_halophile-neutrophile-Bacteria-obligate aerobe",0.009933211,0.029237889,"Non-H2S-rich"
"Neptunicoccus sediminis","mesophile-slight_halophile-alkaliphile-Bacteria-aerobe",0.010245987,0.028454015,"Non-H2S-rich"
"Siphonobacter curvatus","mesophile-nonhalophile-neutrophile-Bacteria-obligate aerobe",0.008377159,0.022827278,"Non-H2S-rich"
"Sansalvadorimonas verongulae","mesophile-slight_halophile-neutrophile-Bacteria-obligate aerobe",0.01472583,0.027147446,"Non-H2S-rich"
"Edwardsiella anguillarum","mesophile---Bacteria-aerobe",0.014685861,0.027308353,"Non-H2S-rich"
"Actinorugispora endophytica","mesophile---Bacteria-aerobe",0.008199381,0.018479188,"Non-H2S-rich"
"Herbinix hemicellulosilytica","thermophile---Bacteria-anaerobe",0.014540971,0.028101067,"Non-H2S-rich"
"Limnochorda pilosa","mesophile---Bacteria-anaerobe",0.007631715,0.020437991,"Non-H2S-rich"
"Phytoactinopolyspora endophytica","mesophile---Bacteria-aerobe",0.008598489,0.019862075,"Non-H2S-rich"
"Anaerobium acetethylicum","mesophile---Bacteria-anaerobe",0.01464287,0.033068726,"Non-H2S-rich"
"Acutalibacter muris","mesophile---Bacteria-anaerobe",0.017657783,0.029755311,"Non-H2S-rich"
"Turicimonas muris","mesophile---Bacteria-anaerobe",0.015544819,0.024902457,"Non-H2S-rich"
"Cuneatibacter caecimuris","mesophile---Bacteria-anaerobe",0.017103398,0.031860331,"Non-H2S-rich"
"Longibaculum muris","mesophile---Bacteria-anaerobe",0.015585433,0.031953565,"Non-H2S-rich"
"Muricomes intestini","mesophile---Bacteria-anaerobe",0.015729709,0.031887656,"Non-H2S-rich"
"Gilliamella apis","mesophile---Bacteria-anaerobe",0.012564613,0.024953378,"Non-H2S-rich"
"Antricoccus suffuscus","mesophile---Bacteria-aerobe",0.008180127,0.021905039,"Non-H2S-rich"
"Gluconobacter thailandicus","mesophile---Bacteria-obligate aerobe",0.011646156,0.026060623,"Non-H2S-rich"
"Roseibium denhamense","mesophile---Bacteria-obligate aerobe",0.010070984,0.025823758,"Non-H2S-rich"
"Carnimonas nigrificans","mesophile---Bacteria-obligate aerobe",0.011198279,0.024617282,"Non-H2S-rich"
"Paludifilum halophilum","mesophile-moderate_halophile-alkaliphile-Bacteria-aerobe",0.00968923,0.027768897,"Non-H2S-rich"
"Paraphotobacterium marinum","mesophile-slight_halophile-acidophile-Bacteria-aerobe",0.012380634,0.023788512,"Non-H2S-rich"
"Kibdelosporangium phytohabitans","mesophile---Bacteria-aerobe",0.009446356,0.019842882,"Non-H2S-rich"
"Frischella perrara","mesophile--neutrophile-Bacteria-anaerobe",0.012441599,0.024212005,"Non-H2S-rich"
"Neomicrococcus aestuarii","mesophile---Bacteria-aerobe",0.006522087,0.021479247,"Non-H2S-rich"
"Enterobacillus tribolii","mesophile---Bacteria-aerobe",0.012823546,0.028366943,"Non-H2S-rich"
"Methylobrevis pamukkalensis","mesophile---Bacteria-aerobe",0.013062254,0.023422395,"Non-H2S-rich"
"Cephaloticoccus capnophilus","mesophile-nonhalophile-neutrophile-Bacteria-obligate aerobe",0.010296425,0.018411565,"Non-H2S-rich"
"Defluviitalea raffinosedens","thermophile-nonhalophile-neutrophile-Bacteria-anaerobe",0.012028477,0.028784697,"Non-H2S-rich"
"Fournierella massiliensis","mesophile--neutrophile-Bacteria-anaerobe",0.018735952,0.029021644,"Non-H2S-rich"
"Faecalimonas umbilicata","mesophile--neutrophile-Bacteria-obligate anaerobe",0.016795442,0.032727102,"Non-H2S-rich"
"Ileibacterium valens","mesophile---Bacteria-anaerobe",0.013187393,0.030784607,"Non-H2S-rich"
"Dubosiella newyorkensis","mesophile---Bacteria-anaerobe",0.013840858,0.029495293,"Non-H2S-rich"
"Luteitalea pratensis","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.008942291,0.021832343,"Non-H2S-rich"
"Tibeticola sediminis","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.011093747,0.02346358,"Non-H2S-rich"
"Methylomagnum ishizawai","mesophile---Bacteria-aerobe",0.011622359,0.021674847,"Non-H2S-rich"
"Silvanigrella aquatica","psychrophiles-nonhalophile--Bacteria-aerobe",0.012789847,0.02281394,"Non-H2S-rich"
"Saonia flava","psychrophiles-slight_halophile-neutrophile-Bacteria-aerobe",0.008431622,0.02504609,"Non-H2S-rich"
"Monaibacterium marinum","psychrophiles-slight_halophile-neutrophile-Bacteria-aerobe",0.009934807,0.029792346,"Non-H2S-rich"
"Hydromonas duriensis","mesophile---Bacteria-aerobe",0.011288579,0.028217861,"Non-H2S-rich"
"Mariniblastus fucicola","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.013589294,0.02549176,"Non-H2S-rich"
"Pseudaminobacter manganicus","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.009745458,0.026462775,"Non-H2S-rich"
"Nioella sediminis","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.01049434,0.029617234,"Non-H2S-rich"
"Agrobacterium salinitolerans","mesophile-slight_halophile-alkaliphile-Bacteria-aerobe",0.009191341,0.026963145,"Non-H2S-rich"
"Conservatibacter flavescens","mesophile---Bacteria-aerobe",0.012140724,0.025019398,"Non-H2S-rich"
"Achromobacter agilis","mesophile-slight_halophile--Bacteria-aerobe",0.010508376,0.025462017,"Non-H2S-rich"
"Taibaiella soli","mesophile-nonhalophile-neutrophile-Bacteria-obligate aerobe",0.010925908,0.027670675,"Non-H2S-rich"
"Merdimonas faecis","mesophile--neutrophile-Bacteria-anaerobe",0.016882759,0.031817469,"Non-H2S-rich"
"Bombella apis","mesophile-nonhalophile-neutrophile-Bacteria-obligate aerobe",0.011580352,0.027245186,"Non-H2S-rich"
"Perlucidibaca aquatica","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.010632275,0.026257087,"Non-H2S-rich"
"Anaeromicrobium sediminis","mesophile--neutrophile-Bacteria-anaerobe",0.012530535,0.030808675,"Non-H2S-rich"
"Pararhizobium antarcticum","psychrophiles-nonhalophile-neutrophile-Bacteria-aerobe",0.010026246,0.027698759,"Non-H2S-rich"
"Oleiagrimonas citrea","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.010940061,0.025610368,"Non-H2S-rich"
"Caulobacter rhizosphaerae","psychrophiles-nonhalophile-neutrophile-Bacteria-aerobe",0.008593081,0.022522492,"Non-H2S-rich"
"Rhizorhabdus dicambivorans","mesophile-nonhalophile-neutrophile-Bacteria-obligate aerobe",0.009911439,0.025888419,"Non-H2S-rich"
"Salinigranum salinum","mesophile--neutrophile-Archaea-anaerobe",0.008329169,0.017094824,"Non-H2S-rich"
"Cellvibrio japonicus","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.011083042,0.023147438,"Non-H2S-rich"
"Thermogemmatispora onikobensis","thermophile-nonhalophile-neutrophile-Bacteria-aerobe",0.011566845,0.019269002,"Non-H2S-rich"
"Cumulibacter manganitolerans","mesophile-nonhalophile-neutrophile-Bacteria-obligate aerobe",0.008346654,0.020177435,"Non-H2S-rich"
"Chengkuizengella sediminis","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.00970612,0.028045856,"Non-H2S-rich"
"Domibacillus mangrovi","mesophile-nonhalophile-neutrophile-Bacteria-obligate aerobe",0.009196528,0.031510789,"Non-H2S-rich"
"Dictyobacter aurantiacus","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.011310515,0.024849884,"Non-H2S-rich"
"Notoacmeibacter marinus","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.009743392,0.02749167,"Non-H2S-rich"
"Mongoliimonas terrestris","mesophile-nonhalophile-alkaliphile-Bacteria-aerobe",0.008071394,0.023563268,"Non-H2S-rich"
"Pelagibacterium lentulum","mesophile-nonhalophile-alkaliphile-Bacteria-aerobe",0.009119323,0.027114603,"Non-H2S-rich"
"Amylibacter cionae","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.009869042,0.029076575,"Non-H2S-rich"
"Puniceibacterium confluentis","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.01055282,0.027785117,"Non-H2S-rich"
"Edaphobacter dinghuensis","mesophile--acidophile-Bacteria-aerobe",0.009940598,0.02546993,"Non-H2S-rich"
"Catenovulum sediminis","mesophile-slight_halophile-neutrophile-Bacteria-obligate aerobe",0.011842201,0.023655691,"Non-H2S-rich"
"Confluentibacter citreus","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.00879558,0.023614832,"Non-H2S-rich"
"Consotaella salsifontis","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.00966105,0.025325568,"Non-H2S-rich"
"Croceivirga radicis","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.008321752,0.023741341,"Non-H2S-rich"
"Crocinitomix algicola","mesophile-slight_halophile-neutrophile-Bacteria-obligate aerobe",0.009763511,0.022986813,"Non-H2S-rich"
"Elstera cyanobacteriorum","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.008622311,0.022181661,"Non-H2S-rich"
"Endozoicomonas acroporae","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.013791438,0.026512844,"Non-H2S-rich"
"Occallatibacter savannae","mesophile-nonhalophile-acidophile-Bacteria-obligate aerobe",0.011391999,0.024227729,"Non-H2S-rich"
"Marispirochaeta aestuarii","mesophile-nonhalophile-neutrophile-Bacteria-obligate anaerobe",0.010167479,0.025440201,"Non-H2S-rich"
"Oryzisolibacter propanilivorax","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.011386101,0.023583163,"Non-H2S-rich"
"Williamwhitmania taraxaci","psychrophiles-nonhalophile-neutrophile-Bacteria-obligate anaerobe",0.010925102,0.026251667,"Non-H2S-rich"
"Ensifer glycinis","--neutrophile-Bacteria-aerobe",0.009969186,0.025698711,"Non-H2S-rich"
"Lentimicrobium saccharophilum","mesophile--neutrophile-Bacteria-obligate anaerobe",0.010109636,0.026637998,"Non-H2S-rich"
"Flavimaricola marinus","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.010126298,0.028667276,"Non-H2S-rich"
"Haloparvum sedimenti","mesophile-moderate_halophile-neutrophile-Archaea-aerobe",0.008551408,0.017444655,"Non-H2S-rich"
"Jiulongibacter sediminis","mesophile-slight_halophile-neutrophile-Bacteria-obligate aerobe",0.00884184,0.025585775,"Non-H2S-rich"
"Mycoavidus cysteinexigens","psychrophiles---Bacteria-aerobe",0.011554666,0.023911517,"Non-H2S-rich"
"Ornithinicoccus halotolerans","mesophile-slight_halophile-alkaliphile-Bacteria-aerobe",0.00796246,0.018130343,"Non-H2S-rich"
"Cnuibacter physcomitrellae","mesophile-nonhalophile-neutrophile-Bacteria-obligate aerobe",0.005632165,0.017741914,"Non-H2S-rich"
"Paraclostridium benzoelyticum","mesophile-nonhalophile-neutrophile-Bacteria-obligate anaerobe",0.014122862,0.027312851,"Non-H2S-rich"
"Aquitalea pelogenes","mesophile---Bacteria-aerobe",0.014116889,0.026925245,"Non-H2S-rich"
"Flexilinea flocculi","mesophile-nonhalophile-neutrophile-Bacteria-obligate anaerobe",0.014226718,0.027249442,"Non-H2S-rich"
"Haloimpatiens lingqiaonensis","mesophile-nonhalophile-neutrophile-Bacteria-anaerobe",0.01512168,0.028627364,"Non-H2S-rich"
"Flavivirga eckloniae","mesophile--alkaliphile-Bacteria-aerobe",0.009431595,0.022269635,"Non-H2S-rich"
"Sellimonas intestinalis","mesophile--neutrophile-Bacteria-anaerobe",0.016648792,0.032342283,"Non-H2S-rich"
"Agathobacter ruminis","mesophile--neutrophile-Bacteria-obligate anaerobe",0.015699576,0.032533907,"Non-H2S-rich"
"Lachnotalea glycerini","mesophile-nonhalophile-neutrophile-Bacteria-obligate anaerobe",0.015352308,0.030147202,"Non-H2S-rich"
"Agarilytica rhodophyticola","mesophile-slight_halophile-alkaliphile-Bacteria-aerobe",0.012223587,0.02413164,"Non-H2S-rich"
"Geofilum rhodophaeum","mesophile--neutrophile-Bacteria-aerobe",0.00918224,0.025024843,"Non-H2S-rich"
"Ramlibacter rhizophilus","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.010664217,0.024152573,"Non-H2S-rich"
"Ventosimonas gracilis","mesophile-nonhalophile-neutrophile-Bacteria-obligate aerobe",0.013409414,0.023039592,"Non-H2S-rich"
"Crenalkalicoccus roseus","mesophile-nonhalophile-alkaliphile-Bacteria-aerobe",0.009865897,0.022249905,"Non-H2S-rich"
"Maliponia aquimaris","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.010876041,0.02736152,"Non-H2S-rich"
"Athalassotoga saccharophila","thermophile-nonhalophile-neutrophile-Bacteria-anaerobe",0.006897632,0.029441757,"Non-H2S-rich"
"Pseudoroseicyclus aestuarii","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.008957437,0.026480885,"Non-H2S-rich"
"Paludisphaera borealis","psychrophiles-nonhalophile-acidophile-Bacteria-aerobe",0.010282766,0.020677326,"Non-H2S-rich"
"Mongoliibacter ruber","mesophile-nonhalophile-alkaliphile-Bacteria-obligate aerobe",0.007903529,0.026407601,"Non-H2S-rich"
"Oceaniglobus indicus","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.010107817,0.02868911,"Non-H2S-rich"
"Faecalibaculum rodentium","mesophile---Bacteria-anaerobe",0.0149611,0.03103796,"Non-H2S-rich"
"Egicoccus halophilus","mesophile-slight_halophile-alkaliphile-Bacteria-aerobe",0.007685501,0.015721993,"Non-H2S-rich"
"Egibacter rhizosphaerae","mesophile-moderate_halophile-alkaliphile-Bacteria-aerobe",0.008081921,0.016885873,"Non-H2S-rich"
"Thermogladius calderae","hyperthermophile-nonhalophile-neutrophile-Archaea-obligate anaerobe",0.00914749,0.020279237,"Non-H2S-rich"
"Staphylospora marina","thermophile---Bacteria-aerobe",0.009796515,0.028777668,"Non-H2S-rich"
"Phycicoccus endophyticus","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.007853,0.017886903,"Non-H2S-rich"
"Rhodosalinus sediminis","mesophile-moderate_halophile-neutrophile-Bacteria-aerobe",0.008865363,0.025338592,"Non-H2S-rich"
"Lampropedia cohaerens","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.011245613,0.024604331,"Non-H2S-rich"
"Dermabacter vaginalis","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.008197353,0.020995789,"Non-H2S-rich"
"Caldimicrobium thiodismutans","thermophile-nonhalophile-alkaliphile-Bacteria-anaerobe",0.011940543,0.018736987,"Non-H2S-rich"
"Aeribacillus composti","thermophile-moderate_halophile-alkaliphile-Bacteria-obligate aerobe",0.009365336,0.027036569,"Non-H2S-rich"
"Vicingus serpentipes","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.009901829,0.02219999,"Non-H2S-rich"
"Oceanivirga salmonicida","psychrophiles-nonhalophile--Bacteria-anaerobe",0.007828439,0.025672841,"Non-H2S-rich"
"Chania multitudinisentens","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.012710611,0.026898456,"Non-H2S-rich"
"Abyssicoccus albus","mesophile---Bacteria-aerobe",0.008223441,0.030669439,"Non-H2S-rich"
"Caenibacillus caldisaponilyticus","thermophile-nonhalophile-neutrophile-Bacteria-aerobe",0.008406088,0.0266138,"Non-H2S-rich"
"Lawsonella clevelandensis","mesophile---Bacteria-anaerobe",0.01067887,0.023735305,"Non-H2S-rich"
"Ruthenibacterium lactatiformans","mesophile---Bacteria-obligate anaerobe",0.019253158,0.028961751,"Non-H2S-rich"
"Pseudobacter ginsenosidimutans","mesophile-nonhalophile-neutrophile-Bacteria-obligate aerobe",0.009143572,0.026654852,"Non-H2S-rich"
"Rhodohalobacter barkolensis","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.007290234,0.026343545,"Non-H2S-rich"
"Agathobaculum butyriciproducens","mesophile-nonhalophile-neutrophile-Bacteria-obligate anaerobe",0.018285108,0.030535632,"Non-H2S-rich"
"Herbihabitans rhizosphaerae","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.009397674,0.019176431,"Non-H2S-rich"
