"organisms","All_environments","C","M","Environment_H2S"
"Legionella oakridgensis","mesophile---Bacteria-obligate aerobe",0.015554194,0.02757975,"Non-H2S-rich"
"Leptospira terpstrae","psychrophiles---Bacteria-aerobe",0.009350509,0.021564901,"Non-H2S-rich"
"Leuconostoc gelidum","mesophile---Bacteria-anaerobe",0.002815595,0.027734023,"Non-H2S-rich"
"Weissella halotolerans","mesophile---Bacteria-anaerobe",0.002988224,0.027549684,"Non-H2S-rich"
"Fructobacillus fructosus","mesophile---Bacteria-aerobe",0.00331361,0.026188631,"Non-H2S-rich"
"Methanimicrococcus blatticola","mesophile---Archaea-anaerobe",0.015958852,0.02825563,"Non-H2S-rich"
"Neomegalonema perideroedes","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.008478878,0.022955025,"Non-H2S-rich"
"Methylobacterium variabile","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.010074071,0.021520174,"Non-H2S-rich"
"Microvirga aerophila","mesophile-nonhalophile-alkaliphile-Bacteria-aerobe",0.009659455,0.024659779,"Non-H2S-rich"
"Methylohalobius crimeensis","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.011783043,0.023582703,"Non-H2S-rich"
"Methylosarcina fibrata","mesophile---Bacteria-aerobe",0.012358532,0.024443945,"Non-H2S-rich"
"Methylovulum miyakonense","mesophile--neutrophile-Bacteria-aerobe",0.013022068,0.024237403,"Non-H2S-rich"
"Methylocystis heyeri","mesophile--neutrophile-Bacteria-aerobe",0.012089887,0.022066604,"Non-H2S-rich"
"Hansschlegelia zhihuaiae","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.009052275,0.022459552,"Non-H2S-rich"
"Agreia pratensis","mesophile---Bacteria-obligate aerobe",0.005598955,0.018154668,"Non-H2S-rich"
"Agrococcus casei","mesophile--alkaliphile-Bacteria-obligate aerobe",0.006066778,0.022286312,"Non-H2S-rich"
"Agromyces ramosus","mesophile-nonhalophile--Bacteria-aerobe",0.0052326,0.017991065,"Non-H2S-rich"
"Cryobacterium psychrophilum","psychrophiles---Bacteria-obligate aerobe",0.007108125,0.02020099,"Non-H2S-rich"
"Curtobacterium ammoniigenes","psychrophiles--acidophile-Bacteria-obligate aerobe",0.005645399,0.01826951,"Non-H2S-rich"
"Gulosibacter molinativorax","mesophile-nonhalophile-alkaliphile-Bacteria-obligate aerobe",0.005790124,0.020273587,"Non-H2S-rich"
"Leifsonia xyli subsp. cynodontis","mesophile---Bacteria-obligate aerobe",0.008054533,0.01727034,"Non-H2S-rich"
"Microterricola pindariensis","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.005790213,0.018822165,"Non-H2S-rich"
"Leucobacter komagatae","mesophile---Bacteria-obligate aerobe",0.006522503,0.019164378,"Non-H2S-rich"
"Mycetocola reblochoni","mesophile--alkaliphile-Bacteria-aerobe",0.005932846,0.016445814,"Non-H2S-rich"
"Plantibacter flavus","mesophile---Bacteria-obligate aerobe",0.005464001,0.017319327,"Non-H2S-rich"
"Pseudoclavibacter helvolus","mesophile-nonhalophile-alkaliphile-Bacteria-obligate aerobe",0.006234059,0.018607122,"Non-H2S-rich"
"Rathayibacter iranicus","mesophile---Bacteria-obligate aerobe",0.006909024,0.017201106,"Non-H2S-rich"
"Salinibacterium amurskyense","mesophile---Bacteria-obligate aerobe",0.005761792,0.019856888,"Non-H2S-rich"
"Subtercola boreus","psychrophiles---Bacteria-obligate aerobe",0.005645599,0.017406937,"Non-H2S-rich"
"Microcella alkaliphila","mesophile---Bacteria-obligate aerobe",0.005657116,0.01865885,"Non-H2S-rich"
"Rhodoglobus vestalii","psychrophiles---Bacteria-obligate aerobe",0.007014447,0.020245549,"Non-H2S-rich"
"Labedella gwakjiensis","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.005417977,0.017193956,"Non-H2S-rich"
"Humibacter albus","mesophile--neutrophile-Bacteria-aerobe",0.006337327,0.018378451,"Non-H2S-rich"
"Frondihabitans australicus","mesophile--alkaliphile-Bacteria-aerobe",0.005558066,0.017462771,"Non-H2S-rich"
"Glaciibacter superstes","psychrophiles---Bacteria-aerobe",0.006209299,0.01940886,"Non-H2S-rich"
"Marisediminicola antarctica","psychrophiles-slight_halophile-neutrophile-Bacteria-aerobe",0.006292799,0.018951135,"Non-H2S-rich"
"Amnibacterium kyonggiense","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.00541488,0.016227062,"Non-H2S-rich"
"Herbiconiux ginsengi","mesophile-nonhalophile--Bacteria-obligate aerobe",0.005604855,0.017552116,"Non-H2S-rich"
"Compostimonas suwonensis","mesophile--neutrophile-Bacteria-aerobe",0.005634287,0.017631637,"Non-H2S-rich"
"Gryllotalpicola ginsengisoli","mesophile--neutrophile-Bacteria-aerobe",0.005649352,0.016722749,"Non-H2S-rich"
"Acaricomes phytoseiuli","mesophile--neutrophile-Bacteria-obligate aerobe",0.006755595,0.019812664,"Non-H2S-rich"
"Arthrobacter citreus","mesophile---Bacteria-aerobe",0.006272187,0.02095796,"Non-H2S-rich"
"Paenarthrobacter nicotinovorans","mesophile---Bacteria-aerobe",0.006839738,0.021064058,"Non-H2S-rich"
"Pseudarthrobacter chlorophenolicus","mesophile---Bacteria-obligate aerobe",0.007065923,0.02035363,"Non-H2S-rich"
"Glutamicibacter creatinolyticus","mesophile---Bacteria-obligate aerobe",0.007725918,0.021977456,"Non-H2S-rich"
"Paeniglutamicibacter gangotriensis","psychrophiles--neutrophile-Bacteria-obligate aerobe",0.007439091,0.023639991,"Non-H2S-rich"
"Citricoccus muralis","mesophile---Bacteria-obligate aerobe",0.00665621,0.021082673,"Non-H2S-rich"
"Kocuria polaris","mesophile---Bacteria-obligate aerobe",0.007564362,0.018377909,"Non-H2S-rich"
"Micrococcus endophyticus","mesophile-moderate_halophile-neutrophile-Bacteria-aerobe",0.010465088,0.019531975,"Non-H2S-rich"
"Nesterenkonia sandarakina","mesophile-moderate_halophile-alkaliphile-Bacteria-obligate aerobe",0.006550548,0.021470303,"Non-H2S-rich"
"Renibacterium salmoninarum","psychrophiles---Bacteria-obligate aerobe",0.008979205,0.019538811,"Non-H2S-rich"
"Zhihengliuella halotolerans","mesophile-moderate_halophile-alkaliphile-Bacteria-aerobe",0.006819744,0.020025052,"Non-H2S-rich"
"Yaniella halotolerans","mesophile-moderate_halophile-neutrophile-Bacteria-aerobe",0.005704737,0.024413645,"Non-H2S-rich"
"Auritidibacter ignavus","psychrophiles-moderate_halophile-alkaliphile-Bacteria-aerobe",0.00695272,0.021996143,"Non-H2S-rich"
"Actinoplanes missouriensis","mesophile---Bacteria-aerobe",0.007971911,0.018879476,"Non-H2S-rich"
"Micromonospora eburnea","mesophile---Bacteria-obligate aerobe",0.008795088,0.017458869,"Non-H2S-rich"
"Salinispora tropica","mesophile---Bacteria-aerobe",0.009625463,0.017684097,"Non-H2S-rich"
"Planosporangium flavigriseum","mesophile---Bacteria-aerobe",0.009088701,0.019157159,"Non-H2S-rich"
"Pseudosporangium ferrugineum","mesophile--neutrophile-Bacteria-aerobe",0.00811501,0.017835953,"Non-H2S-rich"
"Phytohabitans suffuscus","mesophile--neutrophile-Bacteria-aerobe",0.009203451,0.018464251,"Non-H2S-rich"
"Acinetobacter bouvetii","mesophile---Bacteria-obligate aerobe",0.011927852,0.027509812,"Non-H2S-rich"
"Moraxella oblonga","mesophile---Bacteria-aerobe",0.012101307,0.027081639,"Non-H2S-rich"
"Psychrobacter frigidicola","psychrophiles---Bacteria-obligate aerobe",0.010919779,0.028055642,"Non-H2S-rich"
"Paraperlucidibaca baekdonensis","mesophile---Bacteria-aerobe",0.011141688,0.027215537,"Non-H2S-rich"
"Moritella dasanensis","psychrophiles-slight_halophile-alkaliphile-Bacteria-aerobe",0.012361954,0.026886851,"Non-H2S-rich"
"Mycobacterium intermedium","mesophile---Bacteria-obligate aerobe",0.009456386,0.019877384,"Non-H2S-rich"
"Hoyosella subflava","mesophile-moderate_halophile-alkaliphile-Bacteria-aerobe",0.009027084,0.020975031,"Non-H2S-rich"
"Mycoplasma leachii","mesophile---Bacteria-aerobe",0.007560377,0.019178174,"Non-H2S-rich"
"Lewinella marina","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.008864592,0.021537473,"Non-H2S-rich"
"Nakamurella multipartita","mesophile---Bacteria-obligate aerobe",0.008357209,0.018237186,"Non-H2S-rich"
"Caminibacter mediatlanticus","thermophile--acidophile-Bacteria-anaerobe",0.010056239,0.021755342,"Non-H2S-rich"
"Nautilia profundicola","mesophile-slight_halophile-neutrophile-Bacteria-anaerobe",0.010024066,0.024287427,"Non-H2S-rich"
"Bergeriella denitrificans","mesophile---Bacteria-obligate aerobe",0.012031358,0.025763338,"Non-H2S-rich"
"Chitinibacter tainanensis","mesophile--neutrophile-Bacteria-obligate aerobe",0.011566582,0.023856812,"Non-H2S-rich"
"Chromobacterium subtsugae","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.012118409,0.025429227,"Non-H2S-rich"
"Formivibrio citricus","mesophile---Bacteria-anaerobe",0.01280385,0.025618001,"Non-H2S-rich"
"Kingella oralis","mesophile---Bacteria-obligate aerobe",0.01381913,0.024843166,"Non-H2S-rich"
"Neisseria canis","mesophile---Bacteria-aerobe",0.012595624,0.026048443,"Non-H2S-rich"
"Andreprevotia chitinilytica","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.010033497,0.023614027,"Non-H2S-rich"
"Simonsiella muelleri","mesophile---Bacteria-aerobe",0.012192868,0.02781514,"Non-H2S-rich"
"Vogesella perlucida","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.011643691,0.02501627,"Non-H2S-rich"
"Gulbenkiania indica","mesophile--alkaliphile-Bacteria-aerobe",0.011118286,0.025049065,"Non-H2S-rich"
"Leeia oryzae","mesophile--neutrophile-Bacteria-aerobe",0.011500101,0.02819796,"Non-H2S-rich"
"Pseudogulbenkiania subflava","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.012052674,0.024839416,"Non-H2S-rich"
"Gordonia hydrophobica","mesophile---Bacteria-obligate aerobe",0.008269559,0.021014298,"Non-H2S-rich"
"Millisia brevis","mesophile--neutrophile-Bacteria-obligate aerobe",0.007502135,0.01855,"Non-H2S-rich"
"Nocardia alba","mesophile---Bacteria-obligate aerobe",0.008464318,0.019852981,"Non-H2S-rich"
"Rhodococcus marinonascens","---Bacteria-obligate aerobe",0.00971467,0.020273968,"Non-H2S-rich"
"Mobilisporobacter senegalensis","mesophile-nonhalophile-neutrophile-Bacteria-obligate anaerobe",0.012782626,0.029432783,"Non-H2S-rich"
"Skermania piniformis","mesophile---Bacteria-obligate aerobe",0.00863414,0.018226514,"Non-H2S-rich"
"Aeromicrobium marinum","---Bacteria-obligate aerobe",0.007901817,0.019124933,"Non-H2S-rich"
"Kribbella jejuensis","psychrophiles-nonhalophile-neutrophile-Bacteria-obligate aerobe",0.007715687,0.017800683,"Non-H2S-rich"
"Nocardioides oleivorans","mesophile-nonhalophile-neutrophile-Bacteria-obligate aerobe",0.007770814,0.019238088,"Non-H2S-rich"
"Actinopolymorpha singaporensis","mesophile---Bacteria-obligate aerobe",0.009196422,0.0174391,"Non-H2S-rich"
"Thermasporomyces composti","thermophile-slight_halophile-neutrophile-Bacteria-aerobe",0.009180625,0.016886342,"Non-H2S-rich"
"Allonocardiopsis opalescens","mesophile-moderate_halophile-alkaliphile-Bacteria-aerobe",0.008433816,0.017507569,"Non-H2S-rich"
"Nocardiopsis kunsanensis","mesophile---Bacteria-aerobe",0.008936203,0.020193336,"Non-H2S-rich"
"Dinghuibacter silviterrae","mesophile--neutrophile-Bacteria-aerobe",0.010092749,0.024187007,"Non-H2S-rich"
"Thermobifida halotolerans","mesophile---Bacteria-aerobe",0.009783999,0.017895984,"Non-H2S-rich"
"Haloactinospora alba","mesophile-moderate_halophile-neutrophile-Bacteria-aerobe",0.009798313,0.019555199,"Non-H2S-rich"
"Marinactinospora thermotolerans","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.008730108,0.018412113,"Non-H2S-rich"
"Murinocardiopsis flavida","mesophile---Bacteria-obligate aerobe",0.008637963,0.019149885,"Non-H2S-rich"
"Marinomonas polaris","mesophile-moderate_halophile-neutrophile-Bacteria-aerobe",0.011525775,0.027044787,"Non-H2S-rich"
"Marinospirillum celere","mesophile-nonhalophile-alkaliphile-Bacteria-aerobe",0.010219353,0.023925032,"Non-H2S-rich"
"Nitrincola lacisaponensis","mesophile-slight_halophile-alkaliphile-Bacteria-aerobe",0.011807931,0.0265234,"Non-H2S-rich"
"Thalassolituus oleivorans","psychrophiles-slight_halophile-alkaliphile-Bacteria-aerobe",0.011410176,0.027362906,"Non-H2S-rich"
"Amphritea atlantica","mesophile-slight_halophile-alkaliphile-Bacteria-aerobe",0.012333099,0.027744393,"Non-H2S-rich"
"Bermanella marisrubri","mesophile-moderate_halophile--Bacteria-aerobe",0.011200997,0.027385302,"Non-H2S-rich"
"Oleiphilus messinensis","mesophile---Bacteria-obligate aerobe",0.01208526,0.024555312,"Non-H2S-rich"
"Opitutus sp.","mesophile---Bacteria-anaerobe",0.010038773,0.020493166,"Non-H2S-rich"
"Herminiimonas arsenicoxydans","mesophile--neutrophile-Bacteria-obligate aerobe",0.01147378,0.028588111,"Non-H2S-rich"
"Collimonas fungivorans","mesophile--neutrophile-Bacteria-obligate aerobe",0.01122828,0.025956429,"Non-H2S-rich"
"Duganella phyllosphaerae","mesophile---Bacteria-aerobe",0.009877393,0.026500762,"Non-H2S-rich"
"Herbaspirillum lusitanum","mesophile---Bacteria-obligate aerobe",0.011361329,0.026276066,"Non-H2S-rich"
"Undibacterium pigrum","---Bacteria-obligate aerobe",0.011285241,0.028326462,"Non-H2S-rich"
"Brevibacillus choshinensis","mesophile---Bacteria-obligate aerobe",0.009380133,0.030240898,"Non-H2S-rich"
"Cohnella thermotolerans","mesophile--neutrophile-Bacteria-aerobe",0.009456541,0.026160642,"Non-H2S-rich"
"Paenibacillus durus","mesophile---Bacteria-anaerobe",0.009892596,0.028170637,"Non-H2S-rich"
"Thermobacillus composti","thermophile-slight_halophile-alkaliphile-Bacteria-aerobe",0.009931513,0.027089008,"Non-H2S-rich"
"Saccharibacillus sacchari","mesophile-nonhalophile-neutrophile-Bacteria-anaerobe",0.008059141,0.02751799,"Non-H2S-rich"
"Actinobacillus porcinus","mesophile---Bacteria-aerobe",0.011609964,0.025329785,"Non-H2S-rich"
"Avibacterium endocarditidis","mesophile---Bacteria-aerobe",0.014911494,0.024961821,"Non-H2S-rich"
"Mannheimia varigena","mesophile---Bacteria-obligate aerobe",0.011617102,0.024759729,"Non-H2S-rich"
"Pasteurella testudinis","mesophile---Bacteria-aerobe",0.011859504,0.02411744,"Non-H2S-rich"
"Chelonobacter oris","mesophile---Bacteria-aerobe",0.012055742,0.024074316,"Non-H2S-rich"
"Otariodibacter oris","mesophile---Bacteria-anaerobe",0.010468605,0.024179702,"Non-H2S-rich"
"Dehalobacter restrictus","mesophile---Bacteria-anaerobe",0.013840607,0.028471686,"Non-H2S-rich"
"Peptococcus niger","mesophile---Bacteria-anaerobe",0.013114306,0.028106323,"Non-H2S-rich"
"Syntrophobotulus glycolicus","mesophile---Bacteria-anaerobe",0.013006482,0.026982695,"Non-H2S-rich"
"Thermincola ferriacetica","thermophile---Bacteria-anaerobe",0.013317044,0.027276777,"Non-H2S-rich"
"Pelotomaculum schinkii","mesophile--neutrophile-Bacteria-anaerobe",0.014617528,0.02783668,"Non-H2S-rich"
"Tepidibacter thalassicus","thermophile---Bacteria-anaerobe",0.011896178,0.02633479,"Non-H2S-rich"
"Anaerosphaera aminiphila","mesophile-nonhalophile-neutrophile-Bacteria-anaerobe",0.010165628,0.026583133,"Non-H2S-rich"
"Aquamicrobium defluvii","mesophile---Bacteria-obligate aerobe",0.009225028,0.027013631,"Non-H2S-rich"
"Hoeflea phototrophica","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.009852144,0.028346276,"Non-H2S-rich"
"Methylophaga lonarensis","mesophile-nonhalophile-alkaliphile-Bacteria-aerobe",0.011625984,0.028759201,"Non-H2S-rich"
"Singulisphaera acidiphila","psychrophiles--neutrophile-Bacteria-aerobe",0.011154372,0.02078469,"Non-H2S-rich"
"Zavarzinella formosa","psychrophiles--neutrophile-Bacteria-aerobe",0.012183152,0.024700995,"Non-H2S-rich"
"Kurthia sibirica","mesophile---Bacteria-obligate aerobe",0.008309539,0.029440419,"Non-H2S-rich"
"Planococcus citreus","mesophile---Bacteria-obligate aerobe",0.006837206,0.029984335,"Non-H2S-rich"
"Sporosarcina luteola","mesophile---Bacteria-obligate aerobe",0.007938389,0.031285004,"Non-H2S-rich"
"Bhargavaea beijingensis","mesophile--neutrophile-Bacteria-aerobe",0.00772122,0.030284589,"Non-H2S-rich"
"Paludibacter propionicigenes","mesophile-nonhalophile-neutrophile-Bacteria-obligate anaerobe",0.011450456,0.02526265,"Non-H2S-rich"
"Parabacteroides johnsonii","mesophile---Bacteria-anaerobe",0.014336337,0.028177016,"Non-H2S-rich"
"Porphyromonas asaccharolytica","mesophile---Bacteria-anaerobe",0.012577729,0.025394372,"Non-H2S-rich"
"Proteiniphilum acetatigenes","mesophile-slight_halophile-neutrophile-Bacteria-anaerobe",0.01020686,0.026270495,"Non-H2S-rich"
"Dysgonomonas gadei","mesophile---Bacteria-anaerobe",0.011575619,0.02617543,"Non-H2S-rich"
"Barnesiella viscericola","mesophile---Bacteria-anaerobe",0.014194373,0.0261317,"Non-H2S-rich"
"Odoribacter laneus","mesophile---Bacteria-anaerobe",0.014625313,0.026109494,"Non-H2S-rich"
"Butyricimonas synergistica","mesophile---Bacteria-anaerobe",0.01376005,0.028359825,"Non-H2S-rich"
"Prevotella denticola","mesophile---Bacteria-anaerobe",0.01455267,0.028690985,"Non-H2S-rich"
"Paraprevotella clara","mesophile---Bacteria-anaerobe",0.015992394,0.02957049,"Non-H2S-rich"
"Cellulosimicrobium terreum","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.006293233,0.014622704,"Non-H2S-rich"
"Isoptericola halotolerans","mesophile---Bacteria-aerobe",0.006396013,0.016600768,"Non-H2S-rich"
"Myceligenerans xiligouense","mesophile-slight_halophile-alkaliphile-Bacteria-aerobe",0.006646839,0.01800479,"Non-H2S-rich"
"Promicromonospora kroppenstedtii","mesophile---Bacteria-aerobe",0.00622149,0.018069276,"Non-H2S-rich"
"Krasilnikoviella flava","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.006136655,0.016181718,"Non-H2S-rich"
"Friedmanniella luteola","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.007726029,0.015743003,"Non-H2S-rich"
"Microlunatus phosphovorus","mesophile---Bacteria-obligate aerobe",0.008343609,0.018400909,"Non-H2S-rich"
"Propionibacterium cyclohexanicum","mesophile---Bacteria-anaerobe",0.010202415,0.020998446,"Non-H2S-rich"
"Propioniferax innocua","mesophile---Bacteria-aerobe",0.009513431,0.024265442,"Non-H2S-rich"
"Tessaracoccus flavescens","mesophile--alkaliphile-Bacteria-aerobe",0.008708465,0.020476707,"Non-H2S-rich"
"Brooklawnia cerclae","mesophile-nonhalophile-neutrophile-Bacteria-anaerobe",0.008879946,0.020756998,"Non-H2S-rich"
"Propionicicella superfundia","mesophile---Bacteria-anaerobe",0.008657188,0.019095187,"Non-H2S-rich"
"Aestuariimicrobium kwangyangense","mesophile--alkaliphile-Bacteria-obligate aerobe",0.008303281,0.020484796,"Non-H2S-rich"
"Auraticoccus monumenti","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.007339148,0.017810345,"Non-H2S-rich"
"Propioniciclava tarda","mesophile---Bacteria-anaerobe",0.009196384,0.01971034,"Non-H2S-rich"
"Pseudoalteromonas citrea","mesophile---Bacteria-obligate aerobe",0.012799369,0.024503589,"Non-H2S-rich"
"Pseudomonas furukawaii","mesophile---Bacteria-aerobe",0.011904671,0.023231737,"Non-H2S-rich"
"Stenotrophomonas pictorum","mesophile---Bacteria-obligate aerobe",0.010166124,0.02344269,"Non-H2S-rich"
"Actinoalloteichus spitiensis","mesophile--alkaliphile-Bacteria-aerobe",0.009003546,0.016457111,"Non-H2S-rich"
"Actinokineospora inagensis","mesophile---Bacteria-aerobe",0.009025601,0.016893772,"Non-H2S-rich"
"Amycolatopsis japonica","mesophile---Bacteria-obligate aerobe",0.008384102,0.018302249,"Non-H2S-rich"
"Crossiella equi","mesophile---Bacteria-obligate aerobe",0.009589795,0.016249508,"Non-H2S-rich"
"Kutzneria buriramensis","mesophile-nonhalophile--Bacteria-aerobe",0.009782124,0.018395974,"Non-H2S-rich"
"Lentzea albidocapillata","mesophile---Bacteria-obligate aerobe",0.009420679,0.019695127,"Non-H2S-rich"
"Prauserella rugosa","mesophile---Bacteria-obligate aerobe",0.008590934,0.018328696,"Non-H2S-rich"
"Pseudonocardia asaccharolytica","mesophile---Bacteria-obligate aerobe",0.009989179,0.018000332,"Non-H2S-rich"
"Saccharomonospora cyanea","mesophile---Bacteria-aerobe",0.00875612,0.017348793,"Non-H2S-rich"
"Saccharopolyspora flava","mesophile---Bacteria-aerobe",0.009189351,0.01906573,"Non-H2S-rich"
"Saccharothrix variisporea","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.008749727,0.016138939,"Non-H2S-rich"
"Actinomycetospora chiangmaiensis","mesophile---Bacteria-aerobe",0.008258461,0.016726043,"Non-H2S-rich"
"Sciscionella marina","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.010207953,0.018657416,"Non-H2S-rich"
"Actinophytocola oryzae","psychrophiles-nonhalophile-neutrophile-Bacteria-aerobe",0.00896468,0.019035108,"Non-H2S-rich"
"Haloechinothrix alba","mesophile-moderate_halophile-neutrophile-Bacteria-aerobe",0.00993688,0.019266716,"Non-H2S-rich"
"Labedaea rhizosphaerae","mesophile--neutrophile-Bacteria-aerobe",0.008982551,0.019196293,"Non-H2S-rich"
"Pyrolobus fumarii","hyperthermophile---Archaea-anaerobe",0.012210035,0.022826663,"Non-H2S-rich"
"Hyperthermus butylicus","hyperthermophile---Archaea-anaerobe",0.011768096,0.02263321,"Non-H2S-rich"
"Pyrodictium occultum","hyperthermophile---Archaea-anaerobe",0.010707137,0.02236921,"Non-H2S-rich"
"Rarobacter incanus","mesophile---Bacteria-anaerobe",0.007324417,0.018505949,"Non-H2S-rich"
"Kaistia adipata","mesophile---Bacteria-obligate aerobe",0.008140762,0.024330569,"Non-H2S-rich"
"Akkermansia glycaniphila","mesophile--neutrophile-Bacteria-anaerobe",0.016176743,0.027265892,"Non-H2S-rich"
"Neorhizobium alkalisoli","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.009219534,0.026328566,"Non-H2S-rich"
"Gemmobacter nectariphilus","mesophile-nonhalophile--Bacteria-aerobe",0.009632819,0.027513863,"Non-H2S-rich"
"Cereibacter changlensis","mesophile-nonhalophile--Bacteria-anaerobe",0.01014963,0.027202418,"Non-H2S-rich"
"Salipiger thiooxidans","mesophile---Bacteria-aerobe",0.010892352,0.027787251,"Non-H2S-rich"
"Dinoroseobacter shibae","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.01006458,0.027407948,"Non-H2S-rich"
"Leisingera aquimarina","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.012122477,0.02794979,"Non-H2S-rich"
"Loktanella salsilacus","mesophile-slight_halophile--Bacteria-aerobe",0.010152232,0.030237188,"Non-H2S-rich"
"Yoonia vestfoldensis","mesophile-moderate_halophile--Bacteria-aerobe",0.010219285,0.02936614,"Non-H2S-rich"
"Limimaricola pyoseonensis","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.009242868,0.026875956,"Non-H2S-rich"
"Nereida ignava","psychrophiles-slight_halophile--Bacteria-aerobe",0.010178639,0.029265824,"Non-H2S-rich"
"Pseudooceanicola batsensis","mesophile-moderate_halophile-neutrophile-Bacteria-aerobe",0.009646431,0.028027508,"Non-H2S-rich"
"Pseudophaeobacter arcticus","psychrophiles-moderate_halophile-neutrophile-Bacteria-aerobe",0.011104798,0.028267705,"Non-H2S-rich"
"Pseudovibrio ascidiaceicola","psychrophiles-slight_halophile-neutrophile-Bacteria-aerobe",0.01086078,0.026825935,"Non-H2S-rich"
"Rhodothalassium salexigens","mesophile---Bacteria-anaerobe",0.008445512,0.022750594,"Non-H2S-rich"
"Rhodovulum adriaticum","mesophile---Bacteria-anaerobe",0.010406625,0.027725421,"Non-H2S-rich"
"Roseivivax sediminis","mesophile-moderate_halophile-neutrophile-Bacteria-aerobe",0.01013855,0.026679271,"Non-H2S-rich"
"Aliiroseovarius crassostreae","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.010994144,0.029215676,"Non-H2S-rich"
"Pacificibacter marinus","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.010906872,0.029806546,"Non-H2S-rich"
"Rubellimicrobium thermophilum","mesophile--neutrophile-Bacteria-aerobe",0.012388024,0.024035763,"Non-H2S-rich"
"Epibacterium scottomollicae","mesophile-moderate_halophile-neutrophile-Bacteria-aerobe",0.010556689,0.028715501,"Non-H2S-rich"
"Sagittula stellata","psychrophiles--neutrophile-Bacteria-obligate aerobe",0.010551959,0.029075895,"Non-H2S-rich"
"Thalassobius mediterraneus","mesophile---Bacteria-aerobe",0.010478834,0.029696415,"Non-H2S-rich"
"Shimia aestuarii","mesophile---Bacteria-aerobe",0.010212469,0.029668461,"Non-H2S-rich"
"Rhodobacter aestuarii","mesophile--neutrophile-Bacteria-anaerobe",0.010362736,0.028634051,"Non-H2S-rich"
"Palleronia marisminoris","mesophile-moderate_halophile-neutrophile-Bacteria-aerobe",0.009824629,0.027056868,"Non-H2S-rich"
"Rhodobaca barguzinensis","mesophile---Bacteria-anaerobe",0.010392988,0.029298582,"Non-H2S-rich"
"Roseibacterium elongatum","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.011030946,0.028341584,"Non-H2S-rich"
"Pseudoruegeria lutimaris","psychrophiles-nonhalophile-neutrophile-Bacteria-anaerobe",0.011107586,0.028095325,"Non-H2S-rich"
"Stappia stellulata","mesophile---Bacteria-obligate aerobe",0.010118064,0.025377232,"Non-H2S-rich"
"Wenxinia marina","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.009483612,0.025569408,"Non-H2S-rich"
"Tranquillimonas alkanivorans","mesophile-nonhalophile-alkaliphile-Bacteria-aerobe",0.009829436,0.026901266,"Non-H2S-rich"
"Tropicimonas isoalkanivorans","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.010167506,0.027125631,"Non-H2S-rich"
"Tropicibacter naphthalenivorans","mesophile-moderate_halophile-neutrophile-Bacteria-aerobe",0.010311409,0.029216203,"Non-H2S-rich"
"Albimonas donghaensis","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.00923326,0.026117597,"Non-H2S-rich"
"Phaeobacter italicus","psychrophiles-slight_halophile-neutrophile-Bacteria-aerobe",0.010566017,0.028826903,"Non-H2S-rich"
"Marivita cryptomonadis","mesophile--alkaliphile-Bacteria-aerobe",0.010250541,0.028929948,"Non-H2S-rich"
"Roseibaca ekhonensis","psychrophiles-slight_halophile-alkaliphile-Bacteria-aerobe",0.01030512,0.028691224,"Non-H2S-rich"
"Pontibaca methylaminivorans","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.009821684,0.027297664,"Non-H2S-rich"
"Litoreibacter arenae","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.010234624,0.029345673,"Non-H2S-rich"
"Jhaorihella thermophila","mesophile---Bacteria-aerobe",0.010446388,0.027303924,"Non-H2S-rich"
